Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Latitude,Longitude,ID
RSP GARAGE RSP EV1,6621-6665 S Park Dr,Charlotte,28211,888-758-4389,Public,35.152842,-80.828638,88291
KINSTON WOODMEN,2602 W Vernon Ave,Kinston,28504,888-758-4389,Public,35.267617,-77.619577,88391
KINSTON GRAINGER STADIU,421 E Grainger Ave,Kinston,28501,888-758-4389,Public,35.269397,-77.574478,88393
KINSTON HERITAGE,101 N. Herritage St,Kinston,28501,888-758-4389,Public,35.260523,-77.58274,88430
ORIENTAL S1 ORIENTAL MARINA,303 South Ave,Oriental,28571,888-758-4389,Public,35.02412,-76.695302,88518
ORIENTAL S1 TOWN HALL,507 Church St,Oriental,28571,888-758-4389,Public,35.028864,-76.694792,88519
KINSTON LENOIR CC,231 North Carolina Hwy 58,Kinston,28504,888-758-4389,Public,35.233117,-77.570911,88592
Asheville Regional Airport - Hourly Parking Lot,61 Terminal Dr,Fletcher,28732,828-684-2226,Public,35.434874,-82.537656,88616
COH POLICE DEPT,172 Wyche St,Henderson,27536,888-758-4389,Public,36.327352,-78.403989,88714
SKYNET RANKIN PARKING,2-24 Rankin Ave,Asheville,28801,888-758-4389,Public,35.595922,-82.553836,88725
Ingles Market,1670 Brown Ave,Waynesville,28786,828-456-8776,Public,35.470142,-83.004869,91903
Blue Ridge Community College - Patton Hall,43-65 W Campus Dr,Flat Rock,28731,828-694-1700,Public,35.307808,-82.426922,91905
WF EV STATIONS S WHITE EV,150 S White St,Wake Forest,27587,888-758-4389,Public,35.978194,-78.510054,92409
SHUTE PARKING MONROE 1,214 NC-207,Monroe,28112,888-758-4389,Public,34.980492,-80.549375,92411
NOVEL NODA EV CHARGER 01,424 E 36th St,Charlotte,28205,888-758-4389,Public,35.248562,-80.806547,92421
RCC COLLEGE SOUTH 2000 LOT,1531 Trinity Church Rd,Concord,28027,888-758-4389,Public,35.437046,-80.659445,92435
RCC COLLEGE NORTH 600 LOT,1333 Jake Alexander Blvd. S,Salisbury,28146,888-758-4389,Public,35.639123,-80.483178,92444
PEMBROKE CHARGE STATION CT4000,202 Main St,Pembroke,28372,888-758-4389,Public,34.680435,-79.193414,92445
ECU AUSTIN BUILDING,Dixon Dr,Greenville,27858,888-758-4389,Public,35.605769,-77.362353,92451
GASTONIA SOCIAL SERVICES,330 Dr M.L.K. Jr. Way,Gastonia,28052,888-758-4389,Public,35.265924,-81.180696,92452
University of North Carolina - Parking Deck,5-11 University Heights,Asheville,28804,828-251-6691,Public,35.6188,-82.566569,94357
Town of Lake Lure,2932 Memorial Hwy,Lake Lure,28746,828-625-9983,Public,35.435111,-82.231733,94358
BEMC CALABASH,1045 River Rd,Calabash,28467,888-758-4389,Public,33.889609,-78.566864,94377
EPROPERTY FIRST FLOOR GW,9101-9199 Sessions St,Charlotte,28273,888-758-4389,Public,35.137368,-80.929169,95012
EPROPERTY FIRST FLOOR GW2,2401-2621 Silver Cres Dr,Charlotte,28273,888-758-4389,Public,35.137204,-80.929129,95013
REVUP1 NC ZOO2,Zoo Pkwy,Asheboro,27205,888-758-4389,Public,35.630452,-79.765581,96720
REVUP1 SOLAR POINT 1,4401 Zoo Parkway,Asheboro,27205,888-758-4389,Public,35.627228,-79.766688,96725
WHOLE FOODS MKT CHARLOTTE STA 1,400 E Stonewall St,Charlotte,28202,888-758-4389,Public,35.221064,-80.84649,98566
BEMC SHALLOTTE,299-355 Mulberry St,Shallotte,28470,888-758-4389,Public,33.974158,-78.386606,98568
Social Security Administration,1 Innovation Dr,Research Triangle Park,27709,,Private,35.877576,-78.88564,98678
PPS PREFERRED PKNG,1916 Doggett St,Charlotte,28203,888-758-4389,Public,35.211793,-80.861685,99678
DILLON STATION STATION1,223 S West St,Raleigh,27603,888-758-4389,Public,35.777973,-78.645687,99756
WEINSTEIN CARPENTER1,2074 Geddy House Ln,Cary,27519,888-758-4389,Public,35.82114,-78.859447,99819
WEINSTEIN TRIANGLE1,1200 Pickett Branch Rd,Cary,27519,888-758-4389,Public,35.857658,-78.89673,99843
WEINSTEIN BRIER1,8200 Stonebrook Terrace,Raleigh,27617,888-758-4389,Public,35.910497,-78.787751,99977
HAMPTON INN SUITES DOBSON,150 Charlestowne Dr,Elkin,28621,888-758-4389,Public,36.393098,-80.786257,99997
WEINSTEIN CONCORD1,611 Blue Sky Dr,Concord,28027,888-758-4389,Public,35.375523,-80.720205,100044
JLR CARY LEITH 1 - FRONT,1000 Autopark Blvd,Cary,27511,888-758-4389,Public,35.73965,-78.814925,100336
SYEMC HQ,510 S Main St,Dobson,27017,888-758-4389,Public,36.388179,-80.718715,100397
Ingles Market,1257 Georgia Rd,Franklin,28734,828-524-9321,Public,35.156931,-83.392158,100482
The Factory - Franklin,1024 Georgia Rd,Franklin,28734,828-349-8888,Public,35.160381,-83.389547,100483
The Inn on Biltmore Estate,1 Antler Hill Rd,Asheville,28803,828-225-1625,Public,35.5568,-82.577065,100484
Village Hotel on Biltmore Estate,207 Dairy Rd,Asheville,28803,828-225-1362,Public,35.554142,-82.582147,100485
CITY OF WILM MKT ST DECK,11 N 2nd St,Wilmington,28401,888-758-4389,Public,34.235975,-77.947846,100567
Asheville Outlets - Tesla Supercharger,800 Brevard Road,Asheville,28806,877-798-3752,Public,35.531428,-82.604495,102268
Alamance Crossing - Tesla Supercharger,1080 Piper Ln,Burlington,27215,877-798-3752,Public,36.070788,-79.511222,102269
Cochran Commons - Tesla Supercharger,2720 W Mallard Creek Church Rd,Charlotte,28262,877-798-3752,Public,35.34075,-80.76579,102270
DoubleTree by Hilton Hotel - Tesla Supercharger,1965 Cedar Creek Road,Fayetteville,28312,877-798-3752,Public,35.009458,-78.822461,102271
Sheetz - Tesla Supercharger,5421 Hornaday Road,Greensboro,27407,877-798-3752,Public,36.05946,-79.908323,102272
Sheetz - Tesla Supercharger,2191 13th Avenue Drive SE,Hickory,28602,877-798-3752,Public,35.706541,-81.294428,102273
Texas Steakhouse and Saloon - Lumberton - Tesla Supercharger,5093 Fayetteville Rd.,Lumberton,28358,877-798-3752,Public,34.667629,-79.002343,102274
North Hills - Tesla Supercharger,Lassiter at North Hills Ave,Raleigh,27609,877-798-3752,Public,35.835539,-78.643001,102276
DoubleTree Rocky Mount - Tesla Supercharger,651 N. Winstead Avenue,Rocky Mount,27804,877-798-3752,Public,35.972904,-77.846845,102277
Mad Boar Restaurant - Tesla Supercharger,111 River Village Place,Wallace,28466,877-798-3752,Public,34.756268,-77.947684,102278
Mayfaire Town Center - Tesla Supercharger,6835 Conservation Way,Wilmington,28405,877-798-3752,Public,34.240825,-77.829189,102279
CAPE HATTERAS HATTERAS,59063 NC-12,Hatteras,27953,888-758-4389,Public,35.207636,-75.701494,102675
WTCC SWC SWC STATION 3&4,4400 Chandler Ridge Cir Wake Tech College,Raleigh,27603,888-758-4389,Public,35.652141,-78.706033,102678
COCPARKING STATION 1,28 Cabarrus Ave W,Concord,28025,888-758-4389,Public,35.410242,-80.58205,102702
CLT AIRPORT BUS. VALET 05,5601 Wilkinson Blvd,Charlotte,28208,888-758-4389,Public,35.23286,-80.935804,102938
HIGHWOODS RTP 751 CORP EV 1,751 Corporate Center Drive,Raleigh,27607,888-758-4389,Public,35.793618,-78.741801,104039
Sierra Nevada Brewery,100 Sierra Nevada Way,Mills River,28732,828-681-5300,Public,35.430833,-82.553153,104145
Secure Parking - BAC Parking Deck,150 N College St,Charlotte,28202,704-331-0055,Private,35.226655,-80.840749,104202
Town of Elkin - Farmers Market,101 E Market St,Elkin,28621,336-258-8908,Public,36.245222,-80.850472,104306
Town of Elkin - Heritage and Trails Center,257 Standard St,Elkin,28621,336-526-1111,Public,36.242635,-80.851461,104307
Town of Elkin - Recreation Center,399 NC Highway 268 W,Elkin,28621,336-258-8917,Public,36.247855,-80.855906,104308
GASTONIA CITY HALL,181 S South St,Gastonia,28052,888-758-4389,Public,35.26251,-81.183977,104534
PARK CENTRAL PC STATION 2,200 Park at N Hills St,Raleigh,27609,888-758-4389,Public,35.835634,-78.637195,104930
VMC VIDANT HEALTH,365 Emergency Dr,Greenville,27834,888-758-4389,Public,35.607875,-77.407225,105149
Cafe Root Cellar,35 Suttles Rd,Pittsboro,27312,919-674-2990,Public,35.72130458,-79.17745311,105189
Bunn House Boutique Hotel - Tesla Destination,15 Clayton St,Asheville,28801,828-333-8700  877-798-3752,Public,35.601686,-82.549146,114639
DoubleTree by Hilton Asheville Downtown - Tesla Destination,199 Haywood St,Asheville,28801,828-505-8500  877-798-3752,Public,35.596138,-82.559747,114640
The Omni Grove Park Inn - Tesla Destination,290 Macon Ave,Asheville,28804,828-252-2711  877-798-3752,Public,35.620754,-82.542186,114641
"Albemarle Inn, a Select Registry Property - Tesla Destination",86 Edgemont Rd,Asheville,28801,828-255-0027  877-798-3752,Public,35.614854,-82.541825,114642
Grand Bohemian Hotel Asheville - Tesla Destination,11 Boston Wy,Asheville,28803,828-505-2949  877-798-3752,Public,35.566805,-82.544006,114643
The Mast Farm Inn - Tesla Destination,2543 Broadstone Rd,Banner Elk,28604,828-963-5857  877-798-3752,Public,36.2070886,-81.7715921,114644
Pecan Tree Inn - Tesla Destination,116 Queen St,Beaufort,28516,252-728-6733  877-798-3752,Public,34.716518,-76.662908,114645
The Boathouse at Front Street Village - Tesla Destination,2400 Lennoxville Rd,Beaufort,28516,252-504-4799  877-798-3752,Public,34.710116,-76.632036,114646
Old Stone Steakhouse - Tesla Destination,23 S Main St,Belmont,28012,704-825-9995  877-798-3752,Public,35.241715,-81.037882,114647
Hampton Inn Benson - Tesla Destination,100 Water Place Lndg,Benson,27504,919-701-8000  877-798-3752,Public,35.374259,-78.541779,114648
Hemlock Inn - Tesla Destination,134 Morris St,Blowing Rock,28605,828-295-0091  877-798-3752,Public,36.131495,-81.67785,114649
Chetola Resort at Blowing Rock - Tesla Destination,185 Chetola Lake Dr,Blowing Rock,28605,828-295-5500  877-798-3752,Public,36.139501,-81.673121,114650
The Inn at Ragged Gardens / Best Cellar Restaurant - Tesla Destination,203 Sunset Dr,Blowing Rock,28605,828-295-9703  877-798-3752,Public,36.133358,-81.676381,114651
Mountainaire Inn & Log Cabins - Tesla Destination,827 Main St,Blowing Rock,28605,828-295-7991  877-798-3752,Public,36.135234,-81.677183,114652
Makoto's Japanese Steakhouse & Sushi Bar - Tesla Destination,2124 Blowing Rock Rd,Boone,28607,828-264-7977  877-798-3752,Public,36.195272,-81.654462,114654
Brevard College - Appalachian Coffee Company - Tesla Destination,135 East French Broad St,Brevard,28712,828-883-8292  877-798-3752,Public,35.23576,-82.730093,114655
Brevard College - Sims Art Center - Tesla Destination,55 East Campus Dr,Brevard,28712,828-883-8292  877-798-3752,Public,35.238498,-82.729392,114656
"Country Inn & Suites - Burlington, NC - Tesla Destination",3211 Wilson Dr,Burlington,27215,336-584-1115  877-798-3752,Public,36.067842,-79.502316,114657
The Inn on Pamlico Sound - Tesla Destination,49684 Hwy 12,Buxton,27920,252-995-7030  877-798-3752,Public,35.262552,-75.569361,114658
Carteret Crossing Shopping Center - Tesla Destination,313 WB McLean Dr,Cape Carteret,28584,910-239-5580  877-798-3752,Public,34.69077,-77.067127,114659
The Umstead Hotel and Spa - Tesla Destination,100 Woodland Pond Dr,Cary,27513,919-447-4000  877-798-3752,Public,35.82945,-78.76476,114660
The Mayton Inn - Tesla Destination,301 S Academy St,Cary,27511,919-670-5000  877-798-3752,Public,35.784968,-78.780676,114661
The Ugly Dog Public House - Cashiers - Tesla Destination,25 Frank Allen Rd,Cashiers,28717,828-743-3000  877-798-3752,Public,35.111098,-83.099145,114662
The Inn at Governors Club - Tesla Destination,11470 Club Dr,Chapel Hill,27517,919-360-5321  877-798-3752,Public,35.846885,-79.041415,114664
The Carolina Inn - Tesla Destination,211 Pittsboro St,Chapel Hill,27516,919-933-2001  877-798-3752,Public,35.909583,-79.054686,114665
"The Franklin Hotel Chapel Hill, Curio Collection - Tesla Destination",311 W Franklin St,Chapel Hill,27516,919-442-9000  877-798-3752,Public,35.911118,-79.060128,114666
SpringHill Suites Charlotte Ballantyne Area - Tesla Destination,12325 Johnston Rd,Charlotte,28277,704-817-1500  877-798-3752,Public,35.070875,-80.842091,114667
Aloft Charlotte Ballantyne - Tesla Destination,13139 Ballantyne Corporate Pl,Charlotte,28277,704-247-2222  877-798-3752,Public,35.0582012,-80.8446616,114668
Embassy Suites Charlotte Ayrsley - Tesla Destination,1917 Ayrsley Town Blvd,Charlotte,28273,704-970-5400  877-798-3752,Public,35.136731,-80.92999,114669
Homewood Suites Charlotte Ayresly - Tesla Destination,1921 Ayrsley Town Blvd,Charlotte,28273,704-970-5500  877-798-3752,Public,35.137302,-80.931188,114670
Hyatt Place Charlotte Downtown - Tesla Destination,222 S Caldwell St,Charlotte,28202,704-227-0500  877-798-3752,Public,35.222575,-80.841084,114671
Renaissance Charlotte Suites Hotel - Tesla Destination,2800 Coliseum Centre Dr,Charlotte,28217,704-357-1414  877-798-3752,Public,35.188152,-80.914969,114672
Wingate By Wyndham Charlotte Airport I-85/I-485 - Tesla Destination,4238 Business Center Dr,Charlotte,28214,704-395-3600  877-798-3752,Public,35.242709,-80.939556,114673
Le Meridien Charlotte Hotel - Tesla Destination,555 S McDowell St,Charlotte,28204,704-362-9710  877-798-3752,Public,35.216778,-80.837748,114674
Crowne Plaza Charlotte Executive Park - Tesla Destination,5700 Westpark Dr,Charlotte,28217,704-527-9650  877-798-3752,Public,35.159454,-80.889803,114675
DoubleTree by Hilton Hotel Charlotte - Tesla Destination,895 W Trade St,Charlotte,28202,704-347-0070  877-798-3752,Public,35.233065,-80.851861,114676
Residence Inn & Courtyard by Marriott Charlotte Nort - Tesla Destination,9110 Harris Corners Pkwy,Charlotte,28208,704-719-9444  877-798-3752,Public,35.346241,-80.842233,114677
Cherokee Welcome Center - Tesla Destination,498 Tsali Blvd,Cherokee,28719,800-438-1601  877-798-3752,Public,35.483174,-83.316004,114678
Western Carolina University - Lot 30 - Tesla Destination,320 Memorial Dr,Cullowhee,28723,828-227-7411  877-798-3752,Public,35.310532,-83.18503649,114679
The Waterfront Shops - Tesla Destination,1240 Duck Rd,Duck,27949,252-256-0550  877-798-3752,Public,36.1700359,-75.7567885,114680
Sanderling Resort - Tesla Destination,1461 Duck Rd,Duck,27949,855-412-7866  877-798-3752,Public,36.223442,-75.770782,114681
Arrowhead Inn Bed & Breakfast - Tesla Destination,106 Mason Rd,Durham,27712,919-477-8430  877-798-3752,Public,36.11826,-78.903672,114682
The King's Daughters Inn - Tesla Destination,204 N Buchanan Blvd,Durham,27701,877-534-8534  877-798-3752,Public,36.003871,-78.91213,114683
Homewood Suites by Hilton Durham-Chapel Hill - Tesla Destination,3600 Mt. Moriah Rd,Durham,27707,919-401-0610  877-798-3752,Public,35.949499,-78.995446,114684
Elon University Inman Admissions Welcome Center - Tesla Destination,100 Campus Dr,Elon,27244,336-278-3566  877-798-3752,Public,36.104778,-79.50363,114685
Best Western Plus Greensboro Airport Hotel - Tesla Destination,7800 National Service Rd,Greensboro,27409,336-454-0333  877-798-3752,Public,36.077033,-79.959879,114686
Pinebrook Manor - Tesla Destination,2701 Kanuga Road,Hendersonville,28739,828-698-2707  877-798-3752,Public,35.2793994,-82.4888109,114687
200 Main - Tesla Destination,200 Main St,Highlands,28741,855-271-2809  877-798-3752,Public,35.054647,-83.201175,114688
The Ugly Dog Public House - Highlands - Tesla Destination,420 Spring St,Highlands,28741,828-526-8364  877-798-3752,Public,35.050994,-83.197429,114689
Old Edwards Inn and Spa - Tesla Destination,445 Main St,Highlands,28741,828-526-8008  877-798-3752,Public,35.052297,-83.196938,114690
Holiday Inn Express & Suites Concord - Tesla Destination,2491 Wonder Dr NE,Kannapolis,28083,704-743-1080  877-798-3752,Public,35.4640148,-80.5893789,114691
Outer Banks Brewing Station - Tesla Destination,600 S Croatan Hwy,Kill Devil Hills,27948,252-449-2739  877-798-3752,Public,36.009476,-75.659455,114692
Roanoke Island Inn - Tesla Destination,305 Fernando St,Manteo,27954,252-473-5511  877-798-3752,Public,35.907631,-75.67063,114693
Holiday Inn Express Mooresville - Lake Norman - Tesla Destination,1300 Norman Station Blvd,Mooresville,28115,704-662-6900  877-798-3752,Public,35.590989,-80.857206,114694
Hilton Garden Inn Charlotte/Mooresville - Tesla Destination,159 Gateway Blvd,Mooresville,28117,704-663-6468  877-798-3752,Public,35.5573581,-80.8571928,114695
Harrah's Cherokee Valley River Casino - Tesla Destination,777 Casino Pkwy,Murphy,28906,828-422-7777  877-798-3752,Public,35.114969,-83.992954,114696
Carolina Colours Town Centre - Tesla Destination,2032 Waterscape Wy,New Bern,28562,910-239-5580  877-798-3752,Public,35.01584,-77.009037,114697
Hanna House Bed & Breakfast - Tesla Destination,218 Pollock St,New Bern,28560,252-635-3209  877-798-3752,Public,35.106758,-77.037017,114698
The Aerie Bed and Breakfast - Tesla Destination,509 Pollock St,New Bern,28562,252-636-5553  877-798-3752,Public,35.1067998,-77.04247,114699
TC Corriher Implement Co. - Tesla Destination,12 S Ashe Ave,Newton,28658,828-381-6571  877-798-3752,Public,35.662822,-81.223768,114700
Pinehurst Resort - Tesla Destination,80 Carolina Vista Dr,Pinehurst,28374,910-295-6811  877-798-3752,Public,35.19562,-79.473736,114702
Aloft Raleigh - Tesla Destination,2100 Hillsborough St,Raleigh,27607,919-828-9900  877-798-3752,Public,35.786773,-78.663311,114703
Quality Inn Roanoke Rapids - Tesla Destination,1914 Julian R Allsbrook Hwy,Roanoke Rapids,27870,252-537-9927  877-798-3752,Public,36.43214,-77.631891,114704
Historic Tapoco Lodge - Tesla Destination,14981 Tapoco Rd,Robbinsville,28771,828-498-2800  877-798-3752,Public,35.443635,-83.938445,114705
Deal's Gap Motorcycle Resort - Tesla Destination,17555 Tapoco Rd,Robbinsville,28771,800-889-5550  877-798-3752,Public,35.466445,-83.920015,114706
Snowbird Mountain Lodge - Tesla Destination,4633 Santeetlah Rd,Robbinsville,28771,828-479-3433  877-798-3752,Public,35.342588,-83.890898,114707
Hampton Inn Salisbury - Tesla Destination,1001 Klumac Rd,Salisbury,28147,704-637-8000  877-798-3752,Public,35.642388,-80.484833,114708
"The Orchard Inn, a Select Registry Property - Tesla Destination",100 Orchard Inn Ln,Saluda,28773,828-749-5471  877-798-3752,Public,35.229295,-82.335268,114709
Hampton Inn Selma/Smithfield I-95 - Tesla Destination,1695 Outlet Center Dr,Selma,27576,919-965-6151  877-798-3752,Public,35.517803,-78.295406,114710
Residence Inn by Marriott Pinehurst Southern Pines - Tesla Destination,105 Brucewood Rd,Southern Pines,28387,910-693-3400  877-798-3752,Public,35.1728307,-79.4246222,114711
National Athletic Village - Tesla Destination,201 Air Tool Dr,Southern Pines,28387,910-585-3212  877-798-3752,Public,35.194297,-79.373228,114712
Comfort Suites Southport - Tesla Destination,4963 Southport-Supply Rd SE,Southport,28461,910-454-7444  877-798-3752,Public,33.9522552,-78.0514828,114713
"1906 Pine Crest Inn, a Select Registry Property - Tesla Destination",85 Pine Crest Ln,Tryon,28782,800-633-3001  877-798-3752,Public,35.208469,-82.233456,114714
Candlewood Suites Wake Forest Raleigh Area - Tesla Destination,12050 Retail Dr,Wake Forest,27587,919-554-6901  877-798-3752,Public,35.976409,-78.542788,114715
The Swag - Tesla Destination,2300 Swag Rd,Waynesville,28785,828-926-0430  877-798-3752,Public,35.573886,-83.093919,114716
Inn On Main - Tesla Destination,88 S Main St,Weaverville,28787,828-645-4935  877-798-3752,Public,35.6927437,-82.559905,114717
Red Oak Brewery - Tesla Destination,6901 Konica Dr,Whitsett,27377,336-447-2055  877-798-3752,Public,36.061886,-79.5705922,114718
The Forum - Tesla Destination,1125 Military Cutoff Rd,Wilmington,28405,910-256-2211  877-798-3752,Public,34.235388,-77.82831,114719
Ceviche's - Tesla Destination,7210 Wrightsville Ave,Wilmington,28403,910-256-3131  877-798-3752,Public,34.219908,-77.817552,114720
Southeastern Center for Contemporary Art (SECCA) - Tesla Destination,750 Marguerite Dr,Winston-Salem,27106,336-725-1904  877-798-3752,Public,36.119675,-80.289502,114721
LEXINGTON NC S. MAIN #1,333 S Main St,Lexington,27292,888-758-4389,Public,35.821356,-80.256161,116843
HONDASOUTHPOINT STATION01,1001 Southpoint Autopark Blvd,Durham,27713,888-758-4389,Public,35.907356,-78.954543,116939
WHOLE FOODS MKT CHARLOTTE 01,6610 Fairview Rd,Charlotte,28210,888-758-4389,Public,35.147177,-80.829899,117021
WHOLE FOODS MKT RALEIGH NRL 1,8710 Six Forks Rd,Raleigh,27615,888-758-4389,Public,35.899423,-78.649948,117049
HIGHWOODS RTP CENTREGREEN 1,5000 Centregreen Way,Cary,27513,888-758-4389,Public,35.82667,-78.79456,117060
HIGHWOODS RTP CENTREGREEN 4,5000 Centregreen Way,Cary,27513,888-758-4389,Public,35.826494,-78.794894,117062
HENDRICK SBLVD SERVICE 2,8901 South Blvd,Charlotte,28273,888-758-4389,Public,35.116208,-80.881641,117333
BLOWING ROCK BLOWING ROCK,333 Wallingford Rd,Blowing Rock,28605,888-758-4389,Public,36.132945,-81.679738,117633
MJM GROUP STATION 1,5110 Trojan Dr,Charlotte,28278,888-758-4389,Public,35.164749,-80.972577,117778
GATEWAY PARK MINT PARK,115 Depot St Historical Mint Park,Salisbury,28144,888-758-4389,Public,35.666362,-80.467532,118205
Capital Ford,5411 N Tryon St,Charlotte,28213,844-242-1515,Public - Call ahead,35.261309,-80.776713,118968
RALEIGH STATION DC FAST 02,4005 Capital Hills Dr,Raleigh,27616,888-758-4389,Public,35.887798,-78.568955,119005
HENDRICKCONCORD SHOP02,10037 Weddington Rd Ext.,Concord,28027,888-758-4389,Public,35.378923,-80.699979,119033
HENDRICKCONCORD STATION01,7650 Bruton Smith Blvd,Concord,28027,888-758-4389,Public,35.363961,-80.704474,119034
Marlowe Lake Boone Apartments,1731 Tupelo Hill Lane,Raleigh,27607,888-998-2546,Public,35.814248,-78.689886,120893
City of Shelby,126 W Marion St,Shelby,28150,704-484-6866,Public,35.29268,-81.541343,120910
Hendersonville Community Co-op,60 S Charleston Ln,Hendersonville,28792,828-693-0505,Public,35.305269,-82.44885,120914
COCPARKING STATION 3,80 Union St S,Concord,28025,888-758-4389,Public,35.408549,-80.579914,120970
CITY OF ELIZABE MARINERS EV 1,707 E Fearing St,Elizabeth City,27909,888-758-4389,Public,36.298787,-76.218709,120977
SPG 119 SOUTH,3000 Bluebird Lane,Mebane,27302,888-758-4389,Public,36.063466,-79.299886,120999
FOUR COUNTY EMC FOUR COUNTY HQ,1822 NC-53 West,Burgaw,28425,888-758-4389,Public,34.545632,-77.954039,121052
SERVICECHARGER SHOP 01,242 Underwood Rd,Fletcher,28732,888-758-4389,Public,35.440907,-82.533853,121106
Residence Inn & Courtyard - Charlotte North,9110 Harris Corners Pkwy,Charlotte,28208,704-719-9444,Public,35.344936,-80.842227,121301
University of North Carolina Charlotte - CRI Deck 1,9100 Robert D. Snyder Rd,Charlotte,28223,704-687-0161,Public,35.31027,-80.74364,121304
University of North Carolina Charlotte - South Village Parking Deck,8880 Johnson Alumni Way,Charlotte,28223,704-687-0161,Public,35.30438,-80.736847,121305
University of North Carolina Charlotte - East Deck 3,9328 Van Landingham Rd,Charlotte,28223,704-687-0161,Public,35.30656,-80.72646,121306
Keffer Chrysler Jeep Dodge Ram,8214 E Independence Blvd,Charlotte,28227,877-426-0070,Public - Call ahead,35.152137,-80.729776,121308
Publix #1518,4425 Randolph Rd,Charlotte,28211,704-367-5208,Public,35.177786,-80.799739,121309
Sterling Services,3372 Smith Farm Rd,Matthews,28104,704-821-3300,Public,35.086503,-80.678455,121310
Indian Trail Chrysler Dodge Jeep Ram,5501 W Highway 74,Monroe,28110,704-220-4370,Public - Call ahead,35.058525,-80.632095,121312
Whole Foods Market,7221 Waverly Walk Ave,Charlotte,28277,980-213-2400,Public,35.05123,-80.766313,121313
High Point NC Public Library,901 N Main St,High Point,27262,855-885-9571,Public,35.96615,-80.01336,121644
Pleasant Valley Promenade,6204 Glenwood Ave,Raleigh,27612,833-632-2778,Public,35.85731,-78.70359,121809
Holiday Inn Express - Plymouth - Tesla Supercharger,840 U.S. 64,Plymouth,27962,877-798-3752,Public,35.850587,-76.756116,122272
Hyatt Place Chapel Hill Southern Village - Tesla Destination,1090 US Hwy 15 501 S,Chapel Hill,27517,919-929-9511  877-798-3752,Public,35.881172,-79.062708,122499
237 S Tryon St Garage - Tesla Destination,237 S Tryon St,Charlotte,28202,704-375-6014  877-798-3752,Public,35.225407,-80.844865,122500
WINSTON-SALEM 4TH AND CHURCH,171 4th Street East Inside Parking Deck,Winston-Salem,27101,888-758-4389,Public,36.099111,-80.242665,122662
Captrust Tower,4208 Six Forks Rd.,Raleigh,27609,866-816-7584,Public,35.837015,-78.640051,123246
Verizon - Charlotte,2401 Sardis Rd N,Charlotte,28227,,Private,35.146862,-80.728887,123325
Verizon - Cary,6400 Weston Pkwy,Cary,27513,,Private,35.830871,-78.791809,123352
Bank of America - Financial Center,201 N Tryon St,Charlotte,28202,980-335-3561,Public,35.230261,-80.839631,123510
CROWN HONDA SHOP02,3633 W Wendover Ave,Greensboro,27407,888-758-4389,Public,36.059154,-79.869729,123583
Publix #1473,1830 Hendersonville Rd,Asheville,28803,828-274-6287,Public,35.50344,-82.52405,124563
Ingles Market,140 Weaver Blvd,Weaverville,28787,828-645-2902,Public,35.702679,-82.566669,131995
EUHOME LEXINGTON,1900 Odell Owen Rd,Lexington,27295,888-758-4389,Public,35.803939,-80.292592,143144
SPEEDWAY HD DCFAST HOG,10049 Weddington Rd,Concord,28027,888-758-4389,Public,35.364433,-80.71057,143174
NORTH HILLS 201 PARK,201 Park at N Hills St,Raleigh,27609,888-758-4389,Public,35.836906,-78.63726,143180
EUHOME STATESVILLE,567 Mocksville Hwy,Statesville,28625,888-758-4389,Public,35.808683,-80.810922,143211
WHOLE FOODS MKT HUNTERSVILLE 2,9129 Sam Furr Rd,Huntersville,28078,888-758-4389,Public,35.443676,-80.871495,143294
RIDING HIGH H-D DCFAST HOG,3036 NC Hwy 68,High Point,27265,888-758-4389,Public,36.062581,-79.959277,143311
EUHOME MADISON OFFICE,4626 NC-704,Madison,27025,888-758-4389,Public,36.379565,-79.947818,143340
TOBACCOROADHD DCFAST HOG,1126 S Saunders St,Raleigh,27603,888-758-4389,Public,35.764973,-78.64961,143347
MONTFORD PARK EV CHARGER 01,4701 Park Rd,Charlotte,28209,888-758-4389,Public,35.1668,-80.849396,143533
MODERN TOYOTA STATION 2,3178 Peters Creek Pkwy,Winston-Salem,27127,888-758-4389,Public,36.045755,-80.261723,143587
MetLife - Cary,201 MetLife Way,Cary,27513,,Private,35.830019,-78.799133,143810
MetLife - Charlotte,11225 N Community House Rd,Charlotte,28277,,Private,35.055125,-80.835756,143811
PC MUSUEM STATION 1,309 N Main St,Roxboro,27573,888-758-4389,Public,36.39612,-78.98161,143818
SD3#1 LEVINE 1,2820 Campus Ridge Rd,Matthews,28105,888-758-4389,Public,35.105824,-80.69647,144981
BLOWING ROCK BROCKOUTLET2,278 Shoppes on the Parkway Rd,Blowing Rock,28605,888-758-4389,Public,36.139992,-81.670816,145085
WF EV STATIONS TOWN HALL EV2,301 Brooks St,Wake Forest,27587,888-758-4389,Public,35.976385,-78.508178,145218
WF EV STATIONS TOWN HALL EV1,317 Brooks St,Wake Forest,27587,888-758-4389,Public,35.97614,-78.508776,145219
720 GARAGE STATION 03,621 S Poplar St,Charlotte,28202,888-758-4389,Public,35.223964,-80.850699,145223
720 GARAGE STATION 01,720 S Church St,Charlotte,28202,888-758-4389,Public,35.223952,-80.850715,145224
Mills Rentals,201 Carr St,Carrboro,27510,919-967-0045,Public - Credit card at all times,35.909422,-79.071185,145473
